19:14:00.685: Position 1: FM90
19:19:56.516: Awarded: 6 pts
19:19:56.526: Message received: teamAwesome,p@55w04d,3,HH88
19:19:56.530: Awarded: 0 pts
19:19:56.538: Message received: teamAwesome,p@55w04d,4,AH77
19:19:56.543: Awarded: 0 pts
19:19:56.552: Message received: teamAwesome,p@55w04d,5,HA91
19:19:56.558: Awarded: 6 pts
19:19:56.561: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.564: Awarded: 6 pts
19:19:56.659: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.663: Awarded: 0 pts
19:19:56.667: Message received: teamAwesome,p@55w04d,2,MW25
19:19:56.674: Awarded: 6 pts
19:19:56.679: Message received: teamAwesome,p@55w04d,3,HH88
19:19:56.695: Awarded: 0 pts
19:19:56.700: Message received: teamAwesome,p@55w04d,4,AH77
19:19:56.706: Awarded: 0 pts
19:19:56.716: Message received: teamAwesome,p@55w04d,5,HA91
19:19:56.723: Awarded: 6 pts
19:19:56.728: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.741: Awarded: 6 pts
19:19:56.797: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.800: Awarded: 0 pts
19:19:56.802: Message received: teamAwesome,p@55w04d,2,MW25
19:19:56.804: Awarded: 6 pts
19:19:56.808: Message received: teamAwesome,p@55w04d,3,HH88
19:19:56.813: Awarded: 0 pts
19:19:56.817: Message received: teamAwesome,p@55w04d,4,AH77
19:19:56.823: Awarded: 0 pts
19:19:56.831: Message received: teamAwesome,p@55w04d,5,HA91
19:19:56.839: Awarded: 6 pts
19:19:56.843: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.846: Awarded: 6 pts
19:19:56.905: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.908: Awarded: 0 pts
19:19:56.911: Message received: teamAwesome,p@55w04d,2,MW25
19:19:56.919: Awarded: 6 pts
19:19:56.922: Message received: teamAwesome,p@55w04d,3,HH88
19:19:56.928: Awarded: 0 pts
19:19:56.949: Message received: teamAwesome,p@55w04d,4,AH77
19:19:56.953: Awarded: 0 pts
19:19:56.957: Message received: teamAwesome,p@55w04d,5,HA91
19:19:56.959: Awarded: 6 pts
19:19:56.962: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.964: Awarded: 6 pts
19:19:56.977: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.986: Awarded: 0 pts
19:19:56.991: Message received: teamAwesome,p@55w04d,2,MW25
19:19:56.999: Awarded: 6 pts
19:19:57.001: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.006: Awarded: 0 pts
19:19:57.009: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.013: Awarded: 0 pts
19:19:57.016: Message received: teamAwesome,p@55w04d,5,HA91
19:19:57.021: Awarded: 6 pts
19:19:57.024: Message received: teamAwesome,p@55w04d,6,PV49
19:19:57.026: Awarded: 6 pts
19:19:57.151: Message received: teamAwesome,p@55w04d,1,HH88
19:19:57.154: Awarded: 0 pts
19:19:57.156: Message received: teamAwesome,p@55w04d,2,MW25
19:19:57.158: Awarded: 6 pts
19:19:57.162: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.166: Awarded: 0 pts
19:19:57.171: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.182: Awarded: 0 pts
19:19:57.189: Message received: teamAwesome,p@55w04d,5,HA91
19:19:57.196: Awarded: 6 pts
19:19:57.204: Message received: teamAwesome,p@55w04d,6,PV49
19:19:57.212: Awarded: 6 pts
19:19:57.254: Message received: teamAwesome,p@55w04d,1,HH88
19:19:57.257: Awarded: 0 pts
19:19:57.260: Message received: teamAwesome,p@55w04d,2,MW25
19:19:57.262: Awarded: 6 pts
19:19:57.268: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.271: Awarded: 0 pts
19:19:57.275: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.279: Awarded: 0 pts
19:19:57.283: Message received: teamAwesome,p@55w04d,5,HA91
19:19:57.286: Awarded: 6 pts
19:19:57.291: Message received: teamAwesome,p@55w04d,6,PV49
19:19:57.295: Awarded: 6 pts
19:19:57.398: Message received: teamAwesome,p@55w04d,1,HH88
19:19:57.403: Awarded: 0 pts
19:19:57.412: Message received: teamAwesome,p@55w04d,2,MW25
19:19:57.433: Awarded: 6 pts
19:19:57.436: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.440: Awarded: 0 pts
19:19:57.448: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.457: Awarded: 0 pts
19:19:57.469: Message received: teamAwesome,p@55w04d,5,HA91
19:19:57.471: Awarded: 6 pts
19:19:57.475: Message received: teamAwesome,p@55w04d,6,PV49
19:19:57.481: Awarded: 6 pts
19:19:57.487: Message received: teamAwesome,p@55w04d,1,HH88
19:19:57.493: Awarded: 0 pts
19:19:57.500: Message received: teamAwesome,p@55w04d,2,MW25
19:19:57.502: Awarded: 6 pts
19:19:57.506: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.514: Awarded: 0 pts
19:19:57.518: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.524: Awarded: 0 pts
19:19:57.527: Message received: teamAwesome,p@55w04d,5,HA91
19:19:57.530: Awarded: 6 pts
19:19:57.533: Message received: teamAwesome,p@55w04d,6,PV49
19:19:57.535: Awarded: 6 pts
19:19:57.638: Message received: teamAwesome,p@55w04d,1,HH88
19:19:57.640: Awarded: 0 pts
19:19:57.645: Message received: teamAwesome,p@55w04d,2,MW25
19:19:57.647: Awarded: 6 pts
19:19:57.650: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.652: Awarded: 0 pts
19:19:57.656: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.660: Awarded: 0 pts
19:19:57.663: Message received: teamAwesome,p@55w04d,5,HA91
19:19:57.670: Awarded: 6 pts
19:19:57.675: Message received: teamAwesome,p@55w04d,6,PV49
19:19:57.679: Awarded: 6 pts
19:19:57.816: Message received: teamAwesome,p@55w04d,1,HH88
19:19:57.821: Awarded: 0 pts
19:19:57.824: Message received: teamAwesome,p@55w04d,2,MW25
19:19:57.828: Awarded: 6 pts
19:19:57.841: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.853: Awarded: 0 pts
19:19:57.859: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.862: Awarded: 0 pts
19:19:57.865: Message received: teamAwesome,p@55w04d,5,HA91
19:19:57.867: Awarded: 6 pts
19:19:57.873: Message received: teamAwesome,p@55w04d,6,PV49
19:19:57.876: Awarded: 6 pts
19:19:57.931: Message received: teamAwesome,p@55w04d,1,HH88
19:19:57.935: Awarded: 0 pts
19:19:57.940: Message received: teamAwesome,p@55w04d,2,MW25
19:19:57.947: Awarded: 6 pts
19:19:57.953: Message received: teamAwesome,p@55w04d,3,HH88
19:19:57.959: Awarded: 0 pts
19:19:57.970: Message received: teamAwesome,p@55w04d,4,AH77
19:19:57.983: Awarded: 0 pts
19:19:57.991: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.002: Awarded: 6 pts
19:19:58.011: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.017: Awarded: 6 pts
19:19:58.076: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.082: Awarded: 0 pts
19:19:58.085: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.088: Awarded: 6 pts
19:19:58.094: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.098: Awarded: 0 pts
19:19:58.116: Message received: teamAwesome,p@55w04d,4,AH77
19:19:58.122: Awarded: 0 pts
19:19:58.132: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.137: Awarded: 6 pts
19:19:58.144: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.150: Awarded: 6 pts
19:19:58.159: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.167: Awarded: 0 pts
19:19:58.173: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.176: Awarded: 6 pts
19:19:58.187: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.190: Awarded: 0 pts
19:19:58.196: Message received: teamAwesome,p@55w04d,4,AH77
19:19:58.200: Awarded: 0 pts
19:19:58.204: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.209: Awarded: 6 pts
19:19:58.215: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.219: Awarded: 6 pts
19:19:58.314: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.316: Awarded: 0 pts
19:19:58.320: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.325: Awarded: 6 pts
19:19:58.334: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.345: Awarded: 0 pts
19:19:58.353: Message received: teamAwesome,p@55w04d,4,AH77
19:19:58.356: Awarded: 0 pts
19:19:58.360: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.366: Awarded: 6 pts
19:19:58.373: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.376: Awarded: 6 pts
19:19:58.456: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.458: Awarded: 0 pts
19:19:58.465: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.467: Awarded: 6 pts
19:19:58.470: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.476: Awarded: 0 pts
19:19:58.483: Message received: teamAwesome,p@55w04d,4,AH77
19:19:58.491: Awarded: 0 pts
19:19:58.503: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.509: Awarded: 6 pts
19:19:58.512: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.517: Awarded: 6 pts
19:19:58.574: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.577: Awarded: 0 pts
19:19:58.580: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.583: Awarded: 6 pts
19:19:58.586: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.593: Awarded: 0 pts
19:19:58.598: Message received: teamAwesome,p@55w04d,4,AH77
19:19:58.606: Awarded: 0 pts
19:19:58.610: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.613: Awarded: 6 pts
19:19:58.616: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.620: Awarded: 6 pts
19:19:58.753: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.755: Awarded: 0 pts
19:19:58.763: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.785: Awarded: 6 pts
19:19:58.803: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.812: Awarded: 0 pts
19:19:58.820: Message received: teamAwesome,p@55w04d,4,AH77
19:19:58.823: Awarded: 0 pts
19:19:58.829: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.832: Awarded: 6 pts
19:19:58.840: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.843: Awarded: 6 pts
19:19:58.888: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.891: Awarded: 0 pts
19:19:58.895: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.899: Awarded: 6 pts
19:19:58.907: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.912: Awarded: 0 pts
19:19:58.920: Message received: teamAwesome,p@55w04d,4,AH77
19:19:58.925: Awarded: 0 pts
19:19:58.932: Message received: teamAwesome,p@55w04d,5,HA91
19:19:58.938: Awarded: 6 pts
19:19:58.940: Message received: teamAwesome,p@55w04d,6,PV49
19:19:58.944: Awarded: 6 pts
19:19:58.975: Message received: teamAwesome,p@55w04d,1,HH88
19:19:58.978: Awarded: 0 pts
19:19:58.981: Message received: teamAwesome,p@55w04d,2,MW25
19:19:58.984: Awarded: 6 pts
19:19:58.990: Message received: teamAwesome,p@55w04d,3,HH88
19:19:58.994: Awarded: 0 pts
19:19:58.998: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.005: Awarded: 0 pts
19:19:59.009: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.013: Awarded: 6 pts
19:19:59.017: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.022: Awarded: 6 pts
19:19:59.110: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.112: Awarded: 0 pts
19:19:59.117: Message received: teamAwesome,p@55w04d,2,MW25
19:19:59.120: Awarded: 6 pts
19:19:59.128: Message received: teamAwesome,p@55w04d,3,HH88
19:19:59.134: Awarded: 0 pts
19:19:59.145: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.152: Awarded: 0 pts
19:19:59.162: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.171: Awarded: 6 pts
19:19:59.176: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.185: Awarded: 6 pts
19:19:59.248: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.252: Awarded: 0 pts
19:19:59.255: Message received: teamAwesome,p@55w04d,2,MW25
19:19:59.262: Awarded: 6 pts
19:19:59.268: Message received: teamAwesome,p@55w04d,3,HH88
19:19:59.278: Awarded: 0 pts
19:19:59.280: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.290: Awarded: 0 pts
19:19:59.293: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.295: Awarded: 6 pts
19:19:59.300: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.305: Awarded: 6 pts
19:19:59.375: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.379: Awarded: 0 pts
19:19:59.384: Message received: teamAwesome,p@55w04d,2,MW25
19:19:59.388: Awarded: 6 pts
19:19:59.394: Message received: teamAwesome,p@55w04d,3,HH88
19:19:59.398: Awarded: 0 pts
19:19:59.403: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.408: Awarded: 0 pts
19:19:59.411: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.415: Awarded: 6 pts
19:19:59.419: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.423: Awarded: 6 pts
19:19:59.552: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.556: Awarded: 0 pts
19:19:59.558: Message received: teamAwesome,p@55w04d,2,MW25
19:19:59.563: Awarded: 6 pts
19:19:59.565: Message received: teamAwesome,p@55w04d,3,HH88
19:19:59.568: Awarded: 0 pts
19:19:59.578: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.583: Awarded: 0 pts
19:19:59.585: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.591: Awarded: 6 pts
19:19:59.597: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.604: Awarded: 6 pts
19:19:59.617: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.624: Awarded: 0 pts
19:19:59.628: Message received: teamAwesome,p@55w04d,2,MW25
19:19:59.639: Awarded: 6 pts
19:19:59.646: Message received: teamAwesome,p@55w04d,3,HH88
19:19:59.649: Awarded: 0 pts
19:19:59.652: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.661: Awarded: 0 pts
19:19:59.663: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.667: Awarded: 6 pts
19:19:59.671: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.675: Awarded: 6 pts
19:19:59.725: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.727: Awarded: 0 pts
19:19:59.732: Message received: teamAwesome,p@55w04d,2,MW25
19:19:59.736: Awarded: 6 pts
19:19:59.743: Message received: teamAwesome,p@55w04d,3,HH88
19:19:59.751: Awarded: 0 pts
19:19:59.764: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.771: Awarded: 0 pts
19:19:59.777: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.784: Awarded: 6 pts
19:19:59.790: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.794: Awarded: 6 pts
19:19:59.880: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.885: Awarded: 0 pts
19:19:59.887: Message received: teamAwesome,p@55w04d,2,MW25
19:19:59.890: Awarded: 6 pts
19:19:59.896: Message received: teamAwesome,p@55w04d,3,HH88
19:19:59.901: Awarded: 0 pts
19:19:59.909: Message received: teamAwesome,p@55w04d,4,AH77
19:19:59.915: Awarded: 0 pts
19:19:59.926: Message received: teamAwesome,p@55w04d,5,HA91
19:19:59.933: Awarded: 6 pts
19:19:59.937: Message received: teamAwesome,p@55w04d,6,PV49
19:19:59.940: Awarded: 6 pts
19:19:59.985: Message received: teamAwesome,p@55w04d,1,HH88
19:19:59.988: Awarded: 0 pts
19:19:59.993: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.007: Awarded: 6 pts
19:20:00.011: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.015: Awarded: 0 pts
19:20:00.021: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.023: Awarded: 0 pts
19:20:00.029: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.032: Awarded: 6 pts
19:20:00.036: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.042: Awarded: 6 pts
19:20:00.052: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.055: Awarded: 0 pts
19:20:00.058: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.062: Awarded: 6 pts
19:20:00.064: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.069: Awarded: 0 pts
19:20:00.074: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.081: Awarded: 0 pts
19:20:00.086: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.089: Awarded: 6 pts
19:20:00.093: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.096: Awarded: 6 pts
19:20:00.232: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.236: Awarded: 0 pts
19:20:00.243: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.253: Awarded: 6 pts
19:20:00.266: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.270: Awarded: 0 pts
19:20:00.277: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.287: Awarded: 0 pts
19:20:00.290: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.292: Awarded: 6 pts
19:20:00.304: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.307: Awarded: 6 pts
19:20:00.336: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.340: Awarded: 0 pts
19:20:00.342: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.346: Awarded: 6 pts
19:20:00.351: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.354: Awarded: 0 pts
19:20:00.358: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.361: Awarded: 0 pts
19:20:00.363: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.366: Awarded: 6 pts
19:20:00.369: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.371: Awarded: 6 pts
19:20:00.391: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.394: Awarded: 0 pts
19:20:00.397: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.401: Awarded: 6 pts
19:20:00.407: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.410: Awarded: 0 pts
19:20:00.413: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.416: Awarded: 0 pts
19:20:00.418: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.424: Awarded: 6 pts
19:20:00.426: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.429: Awarded: 6 pts
19:20:00.506: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.509: Awarded: 0 pts
19:20:00.512: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.515: Awarded: 6 pts
19:20:00.518: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.522: Awarded: 0 pts
19:20:00.528: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.534: Awarded: 0 pts
19:20:00.537: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.540: Awarded: 6 pts
19:20:00.543: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.545: Awarded: 6 pts
19:20:00.606: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.609: Awarded: 0 pts
19:20:00.613: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.617: Awarded: 6 pts
19:20:00.621: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.626: Awarded: 0 pts
19:20:00.629: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.632: Awarded: 0 pts
19:20:00.636: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.639: Awarded: 6 pts
19:20:00.643: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.646: Awarded: 6 pts
19:20:00.749: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.752: Awarded: 0 pts
19:20:00.756: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.770: Awarded: 6 pts
19:20:00.777: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.783: Awarded: 0 pts
19:20:00.790: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.798: Awarded: 0 pts
19:20:00.804: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.809: Awarded: 6 pts
19:20:00.812: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.815: Awarded: 6 pts
19:20:00.865: Message received: teamAwesome,p@55w04d,1,HH88
19:20:00.869: Awarded: 0 pts
19:20:00.883: Message received: teamAwesome,p@55w04d,2,MW25
19:20:00.886: Awarded: 6 pts
19:20:00.895: Message received: teamAwesome,p@55w04d,3,HH88
19:20:00.911: Awarded: 0 pts
19:20:00.915: Message received: teamAwesome,p@55w04d,4,AH77
19:20:00.926: Awarded: 0 pts
19:20:00.930: Message received: teamAwesome,p@55w04d,5,HA91
19:20:00.934: Awarded: 6 pts
19:20:00.940: Message received: teamAwesome,p@55w04d,6,PV49
19:20:00.946: Awarded: 6 pts
19:20:01.010: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.012: Awarded: 0 pts
19:20:01.020: Message received: teamAwesome,p@55w04d,2,MW25
19:20:01.024: Awarded: 6 pts
19:20:01.042: Message received: teamAwesome,p@55w04d,3,HH88
19:20:01.053: Awarded: 0 pts
19:20:01.059: Message received: teamAwesome,p@55w04d,4,AH77
19:20:01.066: Awarded: 0 pts
19:20:01.071: Message received: teamAwesome,p@55w04d,5,HA91
19:20:01.078: Awarded: 6 pts
19:20:01.084: Message received: teamAwesome,p@55w04d,6,PV49
19:20:01.091: Awarded: 6 pts
19:20:01.141: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.145: Awarded: 0 pts
19:20:01.147: Message received: teamAwesome,p@55w04d,2,MW25
19:20:01.157: Awarded: 6 pts
19:20:01.174: Message received: teamAwesome,p@55w04d,3,HH88
19:20:01.182: Awarded: 0 pts
19:20:01.191: Message received: teamAwesome,p@55w04d,4,AH77
19:20:01.199: Awarded: 0 pts
19:20:01.201: Message received: teamAwesome,p@55w04d,5,HA91
19:20:01.207: Awarded: 6 pts
19:20:01.212: Message received: teamAwesome,p@55w04d,6,PV49
19:20:01.220: Awarded: 6 pts
19:20:01.250: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.254: Awarded: 0 pts
19:20:01.259: Message received: teamAwesome,p@55w04d,2,MW25
19:20:01.273: Awarded: 6 pts
19:20:01.279: Message received: teamAwesome,p@55w04d,3,HH88
19:20:01.286: Awarded: 0 pts
19:20:01.291: Message received: teamAwesome,p@55w04d,4,AH77
19:20:01.295: Awarded: 0 pts
19:20:01.299: Message received: teamAwesome,p@55w04d,5,HA91
19:20:01.303: Awarded: 6 pts
19:20:01.307: Message received: teamAwesome,p@55w04d,6,PV49
19:20:01.313: Awarded: 6 pts
19:20:01.368: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.371: Awarded: 0 pts
19:20:01.374: Message received: teamAwesome,p@55w04d,2,MW25
19:20:01.376: Awarded: 6 pts
19:20:01.381: Message received: teamAwesome,p@55w04d,3,HH88
19:20:01.387: Awarded: 0 pts
19:20:01.391: Message received: teamAwesome,p@55w04d,4,AH77
19:20:01.401: Awarded: 0 pts
19:20:01.406: Message received: teamAwesome,p@55w04d,5,HA91
19:20:01.412: Awarded: 6 pts
19:20:01.415: Message received: teamAwesome,p@55w04d,6,PV49
19:20:01.418: Awarded: 6 pts
19:20:01.516: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.519: Awarded: 0 pts
19:20:01.521: Message received: teamAwesome,p@55w04d,2,MW25
19:20:01.525: Awarded: 6 pts
19:20:01.530: Message received: teamAwesome,p@55w04d,3,HH88
19:20:01.544: Awarded: 0 pts
19:20:01.549: Message received: teamAwesome,p@55w04d,4,AH77
19:20:01.559: Awarded: 0 pts
19:20:01.570: Message received: teamAwesome,p@55w04d,5,HA91
19:20:01.576: Awarded: 6 pts
19:20:01.581: Message received: teamAwesome,p@55w04d,6,PV49
19:20:01.587: Awarded: 6 pts
19:20:01.658: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.660: Awarded: 0 pts
19:20:01.663: Message received: teamAwesome,p@55w04d,2,MW25
19:20:01.669: Awarded: 6 pts
19:20:01.674: Message received: teamAwesome,p@55w04d,3,HH88
19:20:01.680: Awarded: 0 pts
19:20:01.685: Message received: teamAwesome,p@55w04d,4,AH77
19:20:01.689: Awarded: 0 pts
19:20:01.692: Message received: teamAwesome,p@55w04d,5,HA91
19:20:01.701: Awarded: 6 pts
19:20:01.709: Message received: teamAwesome,p@55w04d,6,PV49
19:20:01.722: Awarded: 6 pts
19:20:01.801: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.805: Awarded: 0 pts
19:20:01.809: Message received: teamAwesome,p@55w04d,2,MW25
19:20:01.814: Awarded: 6 pts
19:20:01.822: Message received: teamAwesome,p@55w04d,3,HH88
19:20:01.829: Awarded: 0 pts
19:20:01.841: Message received: teamAwesome,p@55w04d,4,AH77
19:20:01.849: Awarded: 0 pts
19:20:01.855: Message received: teamAwesome,p@55w04d,5,HA91
19:20:01.863: Awarded: 6 pts
19:20:01.871: Message received: teamAwesome,p@55w04d,6,PV49
19:20:01.877: Awarded: 6 pts
19:20:01.993: Message received: teamAwesome,p@55w04d,1,HH88
19:20:01.995: Awarded: 0 pts
19:20:02.002: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.012: Awarded: 6 pts
19:20:02.020: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.028: Awarded: 0 pts
19:20:02.031: Message received: teamAwesome,p@55w04d,4,AH77
19:20:02.040: Awarded: 0 pts
19:20:02.043: Message received: teamAwesome,p@55w04d,5,HA91
19:20:02.047: Awarded: 6 pts
19:20:02.051: Message received: teamAwesome,p@55w04d,6,PV49
19:20:02.054: Awarded: 6 pts
19:20:02.113: Message received: teamAwesome,p@55w04d,1,HH88
19:20:02.118: Awarded: 0 pts
19:20:02.123: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.128: Awarded: 6 pts
19:20:02.144: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.155: Awarded: 0 pts
19:20:02.163: Message received: teamAwesome,p@55w04d,4,AH77
19:20:02.170: Awarded: 0 pts
19:20:02.176: Message received: teamAwesome,p@55w04d,5,HA91
19:20:02.181: Awarded: 6 pts
19:20:02.188: Message received: teamAwesome,p@55w04d,6,PV49
19:20:02.200: Awarded: 6 pts
19:20:02.247: Message received: teamAwesome,p@55w04d,1,HH88
19:20:02.250: Awarded: 0 pts
19:20:02.254: Message received: teamAwesome,p@55w04d,2,MW25
19:20:02.257: Awarded: 6 pts
19:20:02.266: Message received: teamAwesome,p@55w04d,3,HH88
19:20:02.279: Awarded: 0 pts
19:20:02.288: Message received: teamAwesome,p@55w04d,4,AH77
19:20:02.298: Awarded: 0 pts
19:20:02.305: Message received: teamAwesome,p@55w04d,5,HA91
19:20:02.309: Awarded: 6 pts
19:20:02.311: Message received: teamAwesome,p@55w04d,6,PV49
