19:49:18.222: Position 1: FW75
19:51:42.285: Awarded: 0 pts
19:51:42.288: Message received: teamAwesome,p@55w04d,6,AA00
19:51:42.290: Awarded: 0 pts
19:51:42.320: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:42.329: Awarded: 0 pts
19:51:42.345: Message received: teamAwesome,p@55w04d,2,KH78
19:51:42.347: Awarded: 0 pts
19:51:42.351: Message received: teamAwesome,p@55w04d,3,KS79
19:51:42.353: Awarded: 0 pts
19:51:42.356: Message received: teamAwesome,p@55w04d,4,HH87
19:51:42.358: Awarded: 0 pts
19:51:42.361: Message received: teamAwesome,p@55w04d,5,AA00
19:51:42.363: Awarded: 0 pts
19:51:42.369: Message received: teamAwesome,p@55w04d,6,AA00
19:51:42.372: Awarded: 0 pts
19:51:42.431: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:42.434: Awarded: 0 pts
19:51:42.435: Message received: teamAwesome,p@55w04d,2,KH78
19:51:42.440: Awarded: 0 pts
19:51:42.443: Message received: teamAwesome,p@55w04d,3,KS79
19:51:42.451: Awarded: 0 pts
19:51:42.455: Message received: teamAwesome,p@55w04d,4,HH87
19:51:42.459: Awarded: 0 pts
19:51:42.466: Message received: teamAwesome,p@55w04d,5,AA00
19:51:42.472: Awarded: 0 pts
19:51:42.477: Message received: teamAwesome,p@55w04d,6,AA00
19:51:42.487: Awarded: 0 pts
19:51:42.528: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:42.530: Awarded: 0 pts
19:51:42.534: Message received: teamAwesome,p@55w04d,2,KH78
19:51:42.541: Awarded: 0 pts
19:51:42.543: Message received: teamAwesome,p@55w04d,3,KS79
19:51:42.546: Awarded: 0 pts
19:51:42.548: Message received: teamAwesome,p@55w04d,4,HH87
19:51:42.554: Awarded: 0 pts
19:51:42.557: Message received: teamAwesome,p@55w04d,5,AA00
19:51:42.561: Awarded: 0 pts
19:51:42.563: Message received: teamAwesome,p@55w04d,6,AA00
19:51:42.567: Awarded: 0 pts
19:51:42.748: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:42.750: Awarded: 0 pts
19:51:42.752: Message received: teamAwesome,p@55w04d,2,KH78
19:51:42.753: Awarded: 0 pts
19:51:42.755: Message received: teamAwesome,p@55w04d,3,KS79
19:51:42.757: Awarded: 0 pts
19:51:42.765: Message received: teamAwesome,p@55w04d,4,HH87
19:51:42.770: Awarded: 0 pts
19:51:42.775: Message received: teamAwesome,p@55w04d,5,AA00
19:51:42.778: Awarded: 0 pts
19:51:42.780: Message received: teamAwesome,p@55w04d,6,AA00
19:51:42.788: Awarded: 0 pts
19:51:43.205: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:43.207: Awarded: 0 pts
19:51:43.210: Message received: teamAwesome,p@55w04d,2,KH78
19:51:43.212: Awarded: 0 pts
19:51:43.220: Message received: teamAwesome,p@55w04d,3,KS79
19:51:43.222: Awarded: 0 pts
19:51:43.225: Message received: teamAwesome,p@55w04d,4,HH87
19:51:43.228: Awarded: 0 pts
19:51:43.235: Message received: teamAwesome,p@55w04d,5,AA00
19:51:43.246: Awarded: 0 pts
19:51:43.251: Message received: teamAwesome,p@55w04d,6,AA00
19:51:43.255: Awarded: 0 pts
19:51:43.296: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:43.298: Awarded: 0 pts
19:51:43.300: Message received: teamAwesome,p@55w04d,2,KH78
19:51:43.302: Awarded: 0 pts
19:51:43.305: Message received: teamAwesome,p@55w04d,3,KS79
19:51:43.308: Awarded: 0 pts
19:51:43.312: Message received: teamAwesome,p@55w04d,4,HH87
19:51:43.319: Awarded: 0 pts
19:51:43.321: Message received: teamAwesome,p@55w04d,5,AA00
19:51:43.328: Awarded: 0 pts
19:51:43.329: Message received: teamAwesome,p@55w04d,6,AA00
19:51:43.331: Awarded: 0 pts
19:51:43.484: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:43.486: Awarded: 0 pts
19:51:43.488: Message received: teamAwesome,p@55w04d,2,KH78
19:51:43.490: Awarded: 0 pts
19:51:43.494: Message received: teamAwesome,p@55w04d,3,KS79
19:51:43.496: Awarded: 0 pts
19:51:43.503: Message received: teamAwesome,p@55w04d,4,HH87
19:51:43.505: Awarded: 0 pts
19:51:43.508: Message received: teamAwesome,p@55w04d,5,AA00
19:51:43.510: Awarded: 0 pts
19:51:43.517: Message received: teamAwesome,p@55w04d,6,AA00
19:51:43.520: Awarded: 0 pts
19:51:43.709: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:43.711: Awarded: 0 pts
19:51:43.714: Message received: teamAwesome,p@55w04d,2,KH78
19:51:43.716: Awarded: 0 pts
19:51:43.721: Message received: teamAwesome,p@55w04d,3,KS79
19:51:43.731: Awarded: 0 pts
19:51:43.736: Message received: teamAwesome,p@55w04d,4,HH87
19:51:43.742: Awarded: 0 pts
19:51:43.753: Message received: teamAwesome,p@55w04d,5,AA00
19:51:43.756: Awarded: 0 pts
19:51:43.763: Message received: teamAwesome,p@55w04d,6,AA00
19:51:43.771: Awarded: 0 pts
19:51:43.907: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:43.908: Awarded: 0 pts
19:51:43.913: Message received: teamAwesome,p@55w04d,2,KH78
19:51:43.973: Awarded: 0 pts
19:51:44.040: Message received: teamAwesome,p@55w04d,3,KS79
19:51:44.042: Awarded: 0 pts
19:51:44.044: Message received: teamAwesome,p@55w04d,4,HH87
19:51:44.046: Awarded: 0 pts
19:51:44.048: Message received: teamAwesome,p@55w04d,5,AA00
19:51:44.051: Awarded: 0 pts
19:51:44.056: Message received: teamAwesome,p@55w04d,6,AA00
19:51:44.065: Awarded: 0 pts
19:51:44.128: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:44.132: Awarded: 0 pts
19:51:44.134: Message received: teamAwesome,p@55w04d,2,KH78
19:51:44.135: Awarded: 0 pts
19:51:44.142: Message received: teamAwesome,p@55w04d,3,KS79
19:51:44.145: Awarded: 0 pts
19:51:44.151: Message received: teamAwesome,p@55w04d,4,HH87
19:51:44.155: Awarded: 0 pts
19:51:44.162: Message received: teamAwesome,p@55w04d,5,AA00
19:51:44.165: Awarded: 0 pts
19:51:44.168: Message received: teamAwesome,p@55w04d,6,AA00
19:51:44.171: Awarded: 0 pts
19:51:44.369: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:44.379: Awarded: 0 pts
19:51:44.384: Message received: teamAwesome,p@55w04d,2,KH78
19:51:44.389: Awarded: 0 pts
19:51:44.393: Message received: teamAwesome,p@55w04d,3,KS79
19:51:44.396: Awarded: 0 pts
19:51:44.406: Message received: teamAwesome,p@55w04d,4,HH87
19:51:44.410: Awarded: 0 pts
19:51:44.416: Message received: teamAwesome,p@55w04d,5,AA00
19:51:44.420: Awarded: 0 pts
19:51:44.423: Message received: teamAwesome,p@55w04d,6,AA00
19:51:44.429: Awarded: 0 pts
19:51:44.467: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:44.469: Awarded: 0 pts
19:51:44.493: Message received: teamAwesome,p@55w04d,2,KH78
19:51:44.498: Awarded: 0 pts
19:51:44.504: Message received: teamAwesome,p@55w04d,3,KS79
19:51:44.515: Awarded: 0 pts
19:51:44.520: Message received: teamAwesome,p@55w04d,4,HH87
19:51:44.531: Awarded: 0 pts
19:51:44.538: Message received: teamAwesome,p@55w04d,5,AA00
19:51:44.544: Awarded: 0 pts
19:51:44.550: Message received: teamAwesome,p@55w04d,6,AA00
19:51:44.556: Awarded: 0 pts
19:51:44.567: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:44.619: Awarded: 0 pts
19:51:44.621: Message received: teamAwesome,p@55w04d,2,KH78
19:51:44.625: Awarded: 0 pts
19:51:44.631: Message received: teamAwesome,p@55w04d,3,KS79
19:51:44.640: Awarded: 0 pts
19:51:44.650: Message received: teamAwesome,p@55w04d,4,HH87
19:51:44.660: Awarded: 0 pts
19:51:44.665: Message received: teamAwesome,p@55w04d,5,AA00
19:51:44.674: Awarded: 0 pts
19:51:44.680: Message received: teamAwesome,p@55w04d,6,AA00
19:51:44.683: Awarded: 0 pts
19:51:45.162: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:45.601: Awarded: 0 pts
19:51:45.634: Message received: teamAwesome,p@55w04d,2,KH78
19:51:45.638: Awarded: 0 pts
19:51:45.640: Message received: teamAwesome,p@55w04d,3,KS79
19:51:45.642: Awarded: 0 pts
19:51:45.645: Message received: teamAwesome,p@55w04d,4,HH87
19:51:45.648: Awarded: 0 pts
19:51:45.650: Message received: teamAwesome,p@55w04d,5,AA00
19:51:45.652: Awarded: 0 pts
19:51:45.657: Message received: teamAwesome,p@55w04d,6,AA00
19:51:45.659: Awarded: 0 pts
