19:38:38.277: Position 1: JG88
19:41:07.270: Message received: teamAwesome,p@55w04d,1,OL77
19:41:07.275: Awarded: 0 pts
19:41:07.277: Message received: teamAwesome,p@55w04d,2,HH77
19:41:07.280: Awarded: 0 pts
19:41:07.283: Message received: teamAwesome,p@55w04d,3,NA17
19:41:07.289: Awarded: 6 pts
19:41:07.293: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:07.308: Awarded: 0 pts
19:41:07.315: Message received: teamAwesome,p@55w04d,5,AL28
19:41:07.319: Awarded: 6 pts
19:41:07.330: Message received: teamAwesome,p@55w04d,6,HH88
19:41:07.335: Awarded: 0 pts
19:41:07.436: Message received: teamAwesome,p@55w04d,1,OL77
19:41:07.439: Awarded: 0 pts
19:41:07.441: Message received: teamAwesome,p@55w04d,2,HH77
19:41:07.445: Awarded: 0 pts
19:41:07.448: Message received: teamAwesome,p@55w04d,3,NA17
19:41:07.454: Awarded: 6 pts
19:41:07.459: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:07.470: Awarded: 0 pts
19:41:07.475: Message received: teamAwesome,p@55w04d,5,AL28
19:41:07.478: Awarded: 6 pts
19:41:07.480: Message received: teamAwesome,p@55w04d,6,HH88
19:41:07.488: Awarded: 0 pts
19:41:07.631: Message received: teamAwesome,p@55w04d,1,OL77
19:41:07.634: Awarded: 0 pts
19:41:07.636: Message received: teamAwesome,p@55w04d,2,HH77
19:41:07.641: Awarded: 0 pts
19:41:07.652: Message received: teamAwesome,p@55w04d,3,NA17
19:41:07.663: Awarded: 6 pts
19:41:07.678: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:07.688: Awarded: 0 pts
19:41:07.700: Message received: teamAwesome,p@55w04d,5,AL28
19:41:07.705: Awarded: 6 pts
19:41:07.717: Message received: teamAwesome,p@55w04d,6,HH88
19:41:07.726: Awarded: 0 pts
19:41:07.782: Message received: teamAwesome,p@55w04d,1,OL77
19:41:07.785: Awarded: 0 pts
19:41:07.787: Message received: teamAwesome,p@55w04d,2,HH77
19:41:07.790: Awarded: 0 pts
19:41:07.800: Message received: teamAwesome,p@55w04d,3,NA17
19:41:07.812: Awarded: 6 pts
19:41:07.819: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:07.823: Awarded: 0 pts
19:41:07.831: Message received: teamAwesome,p@55w04d,5,AL28
19:41:07.836: Awarded: 6 pts
19:41:07.845: Message received: teamAwesome,p@55w04d,6,HH88
19:41:07.849: Awarded: 0 pts
19:41:07.952: Message received: teamAwesome,p@55w04d,1,OL77
19:41:07.961: Awarded: 0 pts
19:41:07.968: Message received: teamAwesome,p@55w04d,2,HH77
19:41:07.972: Awarded: 0 pts
19:41:07.982: Message received: teamAwesome,p@55w04d,3,NA17
19:41:07.988: Awarded: 6 pts
19:41:07.997: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:08.004: Awarded: 0 pts
19:41:08.010: Message received: teamAwesome,p@55w04d,5,AL28
19:41:08.016: Awarded: 6 pts
19:41:08.023: Message received: teamAwesome,p@55w04d,6,HH88
19:41:08.028: Awarded: 0 pts
19:41:08.114: Message received: teamAwesome,p@55w04d,1,OL77
19:41:08.116: Awarded: 0 pts
19:41:08.119: Message received: teamAwesome,p@55w04d,2,HH77
19:41:08.122: Awarded: 0 pts
19:41:08.130: Message received: teamAwesome,p@55w04d,3,NA17
19:41:08.134: Awarded: 6 pts
19:41:08.138: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:08.141: Awarded: 0 pts
19:41:08.144: Message received: teamAwesome,p@55w04d,5,AL28
19:41:08.147: Awarded: 6 pts
19:41:08.151: Message received: teamAwesome,p@55w04d,6,HH88
19:41:08.154: Awarded: 0 pts
19:41:08.352: Message received: teamAwesome,p@55w04d,1,OL77
19:41:08.358: Awarded: 0 pts
19:41:08.361: Message received: teamAwesome,p@55w04d,2,HH77
19:41:08.364: Awarded: 0 pts
19:41:08.369: Message received: teamAwesome,p@55w04d,3,NA17
19:41:08.375: Awarded: 6 pts
19:41:08.381: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:08.388: Awarded: 0 pts
19:41:08.397: Message received: teamAwesome,p@55w04d,5,AL28
19:41:08.403: Awarded: 6 pts
19:41:08.409: Message received: teamAwesome,p@55w04d,6,HH88
19:41:08.411: Awarded: 0 pts
19:41:08.550: Message received: teamAwesome,p@55w04d,1,OL77
19:41:08.552: Awarded: 0 pts
19:41:08.555: Message received: teamAwesome,p@55w04d,2,HH77
19:41:08.558: Awarded: 0 pts
19:41:08.566: Message received: teamAwesome,p@55w04d,3,NA17
19:41:08.569: Awarded: 6 pts
19:41:08.574: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:08.584: Awarded: 0 pts
19:41:08.590: Message received: teamAwesome,p@55w04d,5,AL28
19:41:08.596: Awarded: 6 pts
19:41:08.603: Message received: teamAwesome,p@55w04d,6,HH88
19:41:08.609: Awarded: 0 pts
19:41:08.722: Message received: teamAwesome,p@55w04d,1,OL77
19:41:08.724: Awarded: 0 pts
19:41:08.729: Message received: teamAwesome,p@55w04d,2,HH77
19:41:08.731: Awarded: 0 pts
19:41:08.741: Message received: teamAwesome,p@55w04d,3,NA17
19:41:08.747: Awarded: 6 pts
19:41:08.756: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:08.761: Awarded: 0 pts
19:41:08.765: Message received: teamAwesome,p@55w04d,5,AL28
19:41:08.769: Awarded: 6 pts
19:41:08.778: Message received: teamAwesome,p@55w04d,6,HH88
19:41:08.787: Awarded: 0 pts
19:41:08.921: Message received: teamAwesome,p@55w04d,1,OL77
19:41:08.926: Awarded: 0 pts
19:41:08.928: Message received: teamAwesome,p@55w04d,2,HH77
19:41:08.930: Awarded: 0 pts
19:41:08.935: Message received: teamAwesome,p@55w04d,3,NA17
19:41:08.944: Awarded: 6 pts
19:41:08.950: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:08.958: Awarded: 0 pts
19:41:08.962: Message received: teamAwesome,p@55w04d,5,AL28
19:41:08.969: Awarded: 6 pts
19:41:08.975: Message received: teamAwesome,p@55w04d,6,HH88
19:41:08.982: Awarded: 0 pts
19:41:09.122: Message received: teamAwesome,p@55w04d,1,OL77
19:41:09.128: Awarded: 0 pts
19:41:09.132: Message received: teamAwesome,p@55w04d,2,HH77
19:41:09.137: Awarded: 0 pts
19:41:09.143: Message received: teamAwesome,p@55w04d,3,NA17
19:41:09.147: Awarded: 6 pts
19:41:09.151: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:09.174: Awarded: 0 pts
19:41:09.192: Message received: teamAwesome,p@55w04d,5,AL28
19:41:09.203: Awarded: 6 pts
19:41:09.212: Message received: teamAwesome,p@55w04d,6,HH88
19:41:09.220: Awarded: 0 pts
19:41:09.309: Message received: teamAwesome,p@55w04d,1,OL77
19:41:09.313: Awarded: 0 pts
19:41:09.316: Message received: teamAwesome,p@55w04d,2,HH77
19:41:09.319: Awarded: 0 pts
19:41:09.329: Message received: teamAwesome,p@55w04d,3,NA17
19:41:09.336: Awarded: 6 pts
19:41:09.343: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:09.347: Awarded: 0 pts
19:41:09.350: Message received: teamAwesome,p@55w04d,5,AL28
19:41:09.355: Awarded: 6 pts
19:41:09.360: Message received: teamAwesome,p@55w04d,6,HH88
19:41:09.364: Awarded: 0 pts
19:41:09.553: Message received: teamAwesome,p@55w04d,1,OL77
19:41:09.557: Awarded: 0 pts
19:41:09.561: Message received: teamAwesome,p@55w04d,2,HH77
19:41:09.564: Awarded: 0 pts
19:41:09.569: Message received: teamAwesome,p@55w04d,3,NA17
19:41:09.574: Awarded: 6 pts
19:41:09.580: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:09.586: Awarded: 0 pts
19:41:09.590: Message received: teamAwesome,p@55w04d,5,AL28
19:41:09.596: Awarded: 6 pts
19:41:09.601: Message received: teamAwesome,p@55w04d,6,HH88
19:41:09.609: Awarded: 0 pts
19:41:09.733: Message received: teamAwesome,p@55w04d,1,OL77
19:41:09.736: Awarded: 0 pts
19:41:09.739: Message received: teamAwesome,p@55w04d,2,HH77
19:41:09.742: Awarded: 0 pts
19:41:09.748: Message received: teamAwesome,p@55w04d,3,NA17
19:41:09.754: Awarded: 6 pts
19:41:09.758: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:09.764: Awarded: 0 pts
19:41:09.767: Message received: teamAwesome,p@55w04d,5,AL28
19:41:09.770: Awarded: 6 pts
19:41:09.772: Message received: teamAwesome,p@55w04d,6,HH88
19:41:09.775: Awarded: 0 pts
19:41:09.913: Message received: teamAwesome,p@55w04d,1,OL77
19:41:09.916: Awarded: 0 pts
19:41:09.919: Message received: teamAwesome,p@55w04d,2,HH77
19:41:09.922: Awarded: 0 pts
19:41:09.932: Message received: teamAwesome,p@55w04d,3,NA17
19:41:09.937: Awarded: 6 pts
19:41:09.943: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:09.948: Awarded: 0 pts
19:41:09.953: Message received: teamAwesome,p@55w04d,5,AL28
19:41:09.958: Awarded: 6 pts
19:41:09.964: Message received: teamAwesome,p@55w04d,6,HH88
19:41:09.972: Awarded: 0 pts
19:41:10.014: Message received: teamAwesome,p@55w04d,1,OL77
19:41:10.017: Awarded: 0 pts
19:41:10.020: Message received: teamAwesome,p@55w04d,2,HH77
19:41:10.025: Awarded: 0 pts
19:41:10.028: Message received: teamAwesome,p@55w04d,3,NA17
19:41:10.034: Awarded: 6 pts
19:41:10.041: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:10.045: Awarded: 0 pts
19:41:10.047: Message received: teamAwesome,p@55w04d,5,AL28
19:41:10.050: Awarded: 6 pts
19:41:10.054: Message received: teamAwesome,p@55w04d,6,HH88
19:41:10.058: Awarded: 0 pts
19:41:10.171: Message received: teamAwesome,p@55w04d,1,OL77
19:41:10.174: Awarded: 0 pts
19:41:10.176: Message received: teamAwesome,p@55w04d,2,HH77
19:41:10.179: Awarded: 0 pts
19:41:10.183: Message received: teamAwesome,p@55w04d,3,NA17
19:41:10.189: Awarded: 6 pts
19:41:10.195: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:10.198: Awarded: 0 pts
19:41:10.201: Message received: teamAwesome,p@55w04d,5,AL28
19:41:10.204: Awarded: 6 pts
19:41:10.208: Message received: teamAwesome,p@55w04d,6,HH88
19:41:10.210: Awarded: 0 pts
19:41:10.367: Message received: teamAwesome,p@55w04d,1,OL77
19:41:10.370: Awarded: 0 pts
19:41:10.372: Message received: teamAwesome,p@55w04d,2,HH77
19:41:10.375: Awarded: 0 pts
19:41:10.377: Message received: teamAwesome,p@55w04d,3,NA17
19:41:10.379: Awarded: 6 pts
19:41:10.381: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:10.385: Awarded: 0 pts
19:41:10.390: Message received: teamAwesome,p@55w04d,5,AL28
19:41:10.399: Awarded: 6 pts
19:41:10.402: Message received: teamAwesome,p@55w04d,6,HH88
19:41:10.408: Awarded: 0 pts
19:41:10.568: Message received: teamAwesome,p@55w04d,1,OL77
19:41:10.572: Awarded: 0 pts
19:41:10.576: Message received: teamAwesome,p@55w04d,2,HH77
19:41:10.580: Awarded: 0 pts
19:41:10.585: Message received: teamAwesome,p@55w04d,3,NA17
19:41:10.590: Awarded: 6 pts
19:41:10.596: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:10.603: Awarded: 0 pts
19:41:10.607: Message received: teamAwesome,p@55w04d,5,AL28
19:41:10.613: Awarded: 6 pts
19:41:10.625: Message received: teamAwesome,p@55w04d,6,HH88
19:41:10.631: Awarded: 0 pts
19:41:10.753: Message received: teamAwesome,p@55w04d,1,OL77
19:41:10.760: Awarded: 0 pts
19:41:10.772: Message received: teamAwesome,p@55w04d,2,HH77
19:41:10.780: Awarded: 0 pts
19:41:10.788: Message received: teamAwesome,p@55w04d,3,NA17
19:41:10.795: Awarded: 6 pts
19:41:10.803: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:10.812: Awarded: 0 pts
19:41:10.818: Message received: teamAwesome,p@55w04d,5,AL28
19:41:10.822: Awarded: 6 pts
19:41:10.829: Message received: teamAwesome,p@55w04d,6,HH88
19:41:10.834: Awarded: 0 pts
19:41:10.897: Message received: teamAwesome,p@55w04d,1,OL77
19:41:10.903: Awarded: 0 pts
19:41:10.913: Message received: teamAwesome,p@55w04d,2,HH77
19:41:10.915: Awarded: 0 pts
19:41:10.920: Message received: teamAwesome,p@55w04d,3,NA17
19:41:10.926: Awarded: 6 pts
19:41:10.930: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:10.934: Awarded: 0 pts
19:41:10.941: Message received: teamAwesome,p@55w04d,5,AL28
19:41:10.945: Awarded: 6 pts
19:41:10.949: Message received: teamAwesome,p@55w04d,6,HH88
19:41:10.955: Awarded: 0 pts
19:41:16.039: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.066: Awarded: 0 pts
19:41:16.069: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.073: Awarded: 0 pts
19:41:16.079: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.083: Awarded: 6 pts
19:41:16.087: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.095: Awarded: 0 pts
19:41:16.098: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.101: Awarded: 6 pts
19:41:16.106: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.109: Awarded: 0 pts
19:41:16.129: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.132: Awarded: 0 pts
19:41:16.138: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.141: Awarded: 0 pts
19:41:16.146: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.150: Awarded: 6 pts
19:41:16.165: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.168: Awarded: 0 pts
19:41:16.171: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.178: Awarded: 6 pts
19:41:16.183: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.186: Awarded: 0 pts
19:41:16.232: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.235: Awarded: 0 pts
19:41:16.237: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.241: Awarded: 0 pts
19:41:16.244: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.254: Awarded: 6 pts
19:41:16.257: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.260: Awarded: 0 pts
19:41:16.264: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.269: Awarded: 6 pts
19:41:16.273: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.276: Awarded: 0 pts
19:41:16.354: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.356: Awarded: 0 pts
19:41:16.363: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.367: Awarded: 0 pts
19:41:16.370: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.375: Awarded: 6 pts
19:41:16.378: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.386: Awarded: 0 pts
19:41:16.388: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.392: Awarded: 6 pts
19:41:16.396: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.398: Awarded: 0 pts
19:41:16.427: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.436: Awarded: 0 pts
19:41:16.439: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.443: Awarded: 0 pts
19:41:16.447: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.451: Awarded: 6 pts
19:41:16.454: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.456: Awarded: 0 pts
19:41:16.466: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.470: Awarded: 6 pts
19:41:16.474: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.477: Awarded: 0 pts
19:41:16.487: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.491: Awarded: 0 pts
19:41:16.493: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.499: Awarded: 0 pts
19:41:16.502: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.505: Awarded: 6 pts
19:41:16.509: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.511: Awarded: 0 pts
19:41:16.513: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.516: Awarded: 6 pts
19:41:16.519: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.522: Awarded: 0 pts
19:41:16.525: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.528: Awarded: 0 pts
19:41:16.532: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.535: Awarded: 0 pts
19:41:16.538: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.542: Awarded: 6 pts
19:41:16.544: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.547: Awarded: 0 pts
19:41:16.550: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.553: Awarded: 6 pts
19:41:16.556: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.558: Awarded: 0 pts
19:41:16.591: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.594: Awarded: 0 pts
19:41:16.597: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.599: Awarded: 0 pts
19:41:16.603: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.608: Awarded: 6 pts
19:41:16.614: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.618: Awarded: 0 pts
19:41:16.625: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.627: Awarded: 6 pts
19:41:16.629: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.631: Awarded: 0 pts
19:41:16.671: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.673: Awarded: 0 pts
19:41:16.677: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.682: Awarded: 0 pts
19:41:16.686: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.692: Awarded: 6 pts
19:41:16.696: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.708: Awarded: 0 pts
19:41:16.713: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.719: Awarded: 6 pts
19:41:16.726: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.733: Awarded: 0 pts
19:41:16.756: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.760: Awarded: 0 pts
19:41:16.766: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.770: Awarded: 0 pts
19:41:16.778: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.782: Awarded: 6 pts
19:41:16.787: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.794: Awarded: 0 pts
19:41:16.799: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.806: Awarded: 6 pts
19:41:16.811: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.818: Awarded: 0 pts
19:41:16.883: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.890: Awarded: 0 pts
19:41:16.898: Message received: teamAwesome,p@55w04d,2,HH77
19:41:16.903: Awarded: 0 pts
19:41:16.909: Message received: teamAwesome,p@55w04d,3,NA17
19:41:16.914: Awarded: 6 pts
19:41:16.919: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:16.929: Awarded: 0 pts
19:41:16.933: Message received: teamAwesome,p@55w04d,5,AL28
19:41:16.940: Awarded: 6 pts
19:41:16.948: Message received: teamAwesome,p@55w04d,6,HH88
19:41:16.964: Awarded: 0 pts
19:41:16.981: Message received: teamAwesome,p@55w04d,1,OL77
19:41:16.988: Awarded: 0 pts
19:41:16.995: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.003: Awarded: 0 pts
19:41:17.009: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.014: Awarded: 6 pts
19:41:17.021: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.028: Awarded: 0 pts
19:41:17.034: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.039: Awarded: 6 pts
19:41:17.046: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.052: Awarded: 0 pts
19:41:17.090: Message received: teamAwesome,p@55w04d,1,OL77
19:41:17.094: Awarded: 0 pts
19:41:17.098: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.100: Awarded: 0 pts
19:41:17.107: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.110: Awarded: 6 pts
19:41:17.117: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.125: Awarded: 0 pts
19:41:17.133: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.139: Awarded: 6 pts
19:41:17.148: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.152: Awarded: 0 pts
19:41:17.181: Message received: teamAwesome,p@55w04d,1,OL77
19:41:17.197: Awarded: 0 pts
19:41:17.206: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.213: Awarded: 0 pts
19:41:17.215: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.220: Awarded: 6 pts
19:41:17.223: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.228: Awarded: 0 pts
19:41:17.231: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.234: Awarded: 6 pts
19:41:17.239: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.242: Awarded: 0 pts
19:41:17.344: Message received: teamAwesome,p@55w04d,1,OL77
19:41:17.347: Awarded: 0 pts
19:41:17.348: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.351: Awarded: 0 pts
19:41:17.353: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.358: Awarded: 6 pts
19:41:17.365: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.369: Awarded: 0 pts
19:41:17.375: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.380: Awarded: 6 pts
19:41:17.382: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.388: Awarded: 0 pts
19:41:17.467: Message received: teamAwesome,p@55w04d,1,OL77
19:41:17.470: Awarded: 0 pts
19:41:17.477: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.483: Awarded: 0 pts
19:41:17.486: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.492: Awarded: 6 pts
19:41:17.497: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.500: Awarded: 0 pts
19:41:17.503: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.506: Awarded: 6 pts
19:41:17.509: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.512: Awarded: 0 pts
19:41:17.620: Message received: teamAwesome,p@55w04d,1,OL77
19:41:17.623: Awarded: 0 pts
19:41:17.625: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.633: Awarded: 0 pts
19:41:17.639: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.650: Awarded: 6 pts
19:41:17.653: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.656: Awarded: 0 pts
19:41:17.660: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.663: Awarded: 6 pts
19:41:17.667: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.672: Awarded: 0 pts
19:41:17.780: Message received: teamAwesome,p@55w04d,1,OL77
19:41:17.783: Awarded: 0 pts
19:41:17.788: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.793: Awarded: 0 pts
19:41:17.797: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.800: Awarded: 6 pts
19:41:17.806: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.815: Awarded: 0 pts
19:41:17.819: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.827: Awarded: 6 pts
19:41:17.838: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.843: Awarded: 0 pts
19:41:17.881: Message received: teamAwesome,p@55w04d,1,OL77
19:41:17.883: Awarded: 0 pts
19:41:17.887: Message received: teamAwesome,p@55w04d,2,HH77
19:41:17.890: Awarded: 0 pts
19:41:17.895: Message received: teamAwesome,p@55w04d,3,NA17
19:41:17.898: Awarded: 6 pts
19:41:17.901: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:17.903: Awarded: 0 pts
19:41:17.906: Message received: teamAwesome,p@55w04d,5,AL28
19:41:17.909: Awarded: 6 pts
19:41:17.912: Message received: teamAwesome,p@55w04d,6,HH88
19:41:17.914: Awarded: 0 pts
19:41:18.002: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.005: Awarded: 0 pts
19:41:18.007: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.012: Awarded: 0 pts
19:41:18.014: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.016: Awarded: 6 pts
19:41:18.019: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.022: Awarded: 0 pts
19:41:18.024: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.029: Awarded: 6 pts
19:41:18.032: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.034: Awarded: 0 pts
19:41:18.131: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.134: Awarded: 0 pts
19:41:18.138: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.144: Awarded: 0 pts
19:41:18.150: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.154: Awarded: 6 pts
19:41:18.159: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.162: Awarded: 0 pts
19:41:18.166: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.169: Awarded: 6 pts
19:41:18.174: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.177: Awarded: 0 pts
19:41:18.267: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.270: Awarded: 0 pts
19:41:18.273: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.277: Awarded: 0 pts
19:41:18.283: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.288: Awarded: 6 pts
19:41:18.295: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.299: Awarded: 0 pts
19:41:18.303: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.309: Awarded: 6 pts
19:41:18.314: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.320: Awarded: 0 pts
19:41:18.354: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.356: Awarded: 0 pts
19:41:18.359: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.362: Awarded: 0 pts
19:41:18.369: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.379: Awarded: 6 pts
19:41:18.384: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.390: Awarded: 0 pts
19:41:18.396: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.402: Awarded: 6 pts
19:41:18.408: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.415: Awarded: 0 pts
19:41:18.494: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.497: Awarded: 0 pts
19:41:18.504: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.507: Awarded: 0 pts
19:41:18.515: Message received: teamAwesome,p@55w04d,3,NA17
19:41:18.519: Awarded: 6 pts
19:41:18.522: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:18.525: Awarded: 0 pts
19:41:18.527: Message received: teamAwesome,p@55w04d,5,AL28
19:41:18.531: Awarded: 6 pts
19:41:18.534: Message received: teamAwesome,p@55w04d,6,HH88
19:41:18.537: Awarded: 0 pts
19:41:18.687: Message received: teamAwesome,p@55w04d,1,OL77
19:41:18.689: Awarded: 0 pts
19:41:18.694: Message received: teamAwesome,p@55w04d,2,HH77
19:41:18.696: Awarded: 0 pts
