19:26:30.276: Position 1: BY94
19:28:50.766: Awarded: 0 pts
19:28:50.767: Message received: teamAwesome,p@55w04d,2,GC76
19:28:50.769: Awarded: 6 pts
19:28:50.772: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:50.777: Awarded: 0 pts
19:28:50.779: Message received: teamAwesome,p@55w04d,4,5441
19:28:50.786: Awarded: 0 pts
19:28:50.789: Message received: teamAwesome,p@55w04d,5,FI35
19:28:50.795: Awarded: 6 pts
19:28:50.800: Message received: teamAwesome,p@55w04d,6,DN82
19:28:50.804: Awarded: 0 pts
19:28:50.898: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:50.900: Awarded: 0 pts
19:28:50.902: Message received: teamAwesome,p@55w04d,2,GC76
19:28:50.904: Awarded: 6 pts
19:28:50.907: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:50.909: Awarded: 0 pts
19:28:50.921: Message received: teamAwesome,p@55w04d,4,5441
19:28:50.929: Awarded: 0 pts
19:28:50.939: Message received: teamAwesome,p@55w04d,5,FI35
19:28:50.947: Awarded: 6 pts
19:28:50.956: Message received: teamAwesome,p@55w04d,6,DN82
19:28:50.958: Awarded: 0 pts
19:28:51.014: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:51.016: Awarded: 0 pts
19:28:51.020: Message received: teamAwesome,p@55w04d,2,GC76
19:28:51.023: Awarded: 6 pts
19:28:51.029: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:51.032: Awarded: 0 pts
19:28:51.036: Message received: teamAwesome,p@55w04d,4,5441
19:28:51.038: Awarded: 0 pts
19:28:51.041: Message received: teamAwesome,p@55w04d,5,FI35
19:28:51.043: Awarded: 6 pts
19:28:51.053: Message received: teamAwesome,p@55w04d,6,DN82
19:28:51.055: Awarded: 0 pts
19:28:51.111: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:51.112: Awarded: 0 pts
19:28:51.129: Message received: teamAwesome,p@55w04d,2,GC76
19:28:51.140: Awarded: 6 pts
19:28:51.148: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:51.155: Awarded: 0 pts
19:28:51.163: Message received: teamAwesome,p@55w04d,4,5441
19:28:51.166: Awarded: 0 pts
19:28:51.171: Message received: teamAwesome,p@55w04d,5,FI35
19:28:51.177: Awarded: 6 pts
19:28:51.181: Message received: teamAwesome,p@55w04d,6,DN82
19:28:51.184: Awarded: 0 pts
19:28:51.273: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:51.279: Awarded: 0 pts
19:28:51.281: Message received: teamAwesome,p@55w04d,2,GC76
19:28:51.287: Awarded: 6 pts
19:28:51.290: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:51.295: Awarded: 0 pts
19:28:51.301: Message received: teamAwesome,p@55w04d,4,5441
19:28:51.304: Awarded: 0 pts
19:28:51.306: Message received: teamAwesome,p@55w04d,5,FI35
19:28:51.309: Awarded: 6 pts
19:28:51.313: Message received: teamAwesome,p@55w04d,6,DN82
19:28:51.317: Awarded: 0 pts
19:28:51.428: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:51.431: Awarded: 0 pts
19:28:51.433: Message received: teamAwesome,p@55w04d,2,GC76
19:28:51.435: Awarded: 6 pts
19:28:51.441: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:51.446: Awarded: 0 pts
19:28:51.448: Message received: teamAwesome,p@55w04d,4,5441
19:28:51.450: Awarded: 0 pts
19:28:51.452: Message received: teamAwesome,p@55w04d,5,FI35
19:28:51.456: Awarded: 6 pts
19:28:51.460: Message received: teamAwesome,p@55w04d,6,DN82
19:28:51.473: Awarded: 0 pts
19:28:52.351: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:52.358: Awarded: 0 pts
19:28:52.360: Message received: teamAwesome,p@55w04d,2,GC76
19:28:52.369: Awarded: 6 pts
19:28:52.370: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:52.372: Awarded: 0 pts
19:28:52.375: Message received: teamAwesome,p@55w04d,4,5441
19:28:52.377: Awarded: 0 pts
19:28:52.380: Message received: teamAwesome,p@55w04d,5,FI35
19:28:52.385: Awarded: 6 pts
19:28:52.389: Message received: teamAwesome,p@55w04d,6,DN82
19:28:52.391: Awarded: 0 pts
19:28:53.038: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:53.041: Awarded: 0 pts
19:28:53.044: Message received: teamAwesome,p@55w04d,2,GC76
19:28:53.047: Awarded: 6 pts
19:28:53.048: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:53.050: Awarded: 0 pts
19:28:53.059: Message received: teamAwesome,p@55w04d,4,5441
19:28:53.066: Awarded: 0 pts
19:28:53.070: Message received: teamAwesome,p@55w04d,5,FI35
19:28:53.075: Awarded: 6 pts
19:28:53.079: Message received: teamAwesome,p@55w04d,6,DN82
19:28:53.081: Awarded: 0 pts
19:28:53.632: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:53.635: Awarded: 0 pts
19:28:53.638: Message received: teamAwesome,p@55w04d,2,GC76
19:28:53.644: Awarded: 6 pts
19:28:53.647: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:53.651: Awarded: 0 pts
19:28:53.655: Message received: teamAwesome,p@55w04d,4,5441
19:28:53.659: Awarded: 0 pts
19:28:53.664: Message received: teamAwesome,p@55w04d,5,FI35
19:28:53.669: Awarded: 6 pts
19:28:53.673: Message received: teamAwesome,p@55w04d,6,DN82
19:28:53.677: Awarded: 0 pts
19:28:54.112: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:54.115: Awarded: 0 pts
19:28:54.117: Message received: teamAwesome,p@55w04d,2,GC76
19:28:54.122: Awarded: 6 pts
19:28:54.123: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:54.127: Awarded: 0 pts
19:28:54.130: Message received: teamAwesome,p@55w04d,4,5441
19:28:54.134: Awarded: 0 pts
19:28:54.136: Message received: teamAwesome,p@55w04d,5,FI35
19:28:54.141: Awarded: 6 pts
19:28:54.149: Message received: teamAwesome,p@55w04d,6,DN82
19:28:54.157: Awarded: 0 pts
19:28:54.651: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:54.653: Awarded: 0 pts
19:28:54.655: Message received: teamAwesome,p@55w04d,2,GC76
19:28:54.658: Awarded: 6 pts
19:28:54.660: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:54.664: Awarded: 0 pts
19:28:54.666: Message received: teamAwesome,p@55w04d,4,5441
19:28:54.670: Awarded: 0 pts
19:28:54.673: Message received: teamAwesome,p@55w04d,5,FI35
19:28:54.676: Awarded: 6 pts
19:28:54.680: Message received: teamAwesome,p@55w04d,6,DN82
19:28:54.682: Awarded: 0 pts
19:28:54.745: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:54.750: Awarded: 0 pts
19:28:54.751: Message received: teamAwesome,p@55w04d,2,GC76
19:28:54.753: Awarded: 6 pts
19:28:54.758: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:54.762: Awarded: 0 pts
19:28:54.768: Message received: teamAwesome,p@55w04d,4,5441
19:28:54.770: Awarded: 0 pts
19:28:54.771: Message received: teamAwesome,p@55w04d,5,FI35
19:28:54.780: Awarded: 6 pts
19:28:54.785: Message received: teamAwesome,p@55w04d,6,DN82
19:28:54.788: Awarded: 0 pts
19:28:54.798: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:54.805: Awarded: 0 pts
19:28:54.809: Message received: teamAwesome,p@55w04d,2,GC76
19:28:54.811: Awarded: 6 pts
19:28:54.814: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:54.818: Awarded: 0 pts
19:28:54.822: Message received: teamAwesome,p@55w04d,4,5441
19:28:54.825: Awarded: 0 pts
19:28:54.828: Message received: teamAwesome,p@55w04d,5,FI35
19:28:54.831: Awarded: 6 pts
19:28:54.839: Message received: teamAwesome,p@55w04d,6,DN82
19:28:54.844: Awarded: 0 pts
19:28:54.864: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:54.870: Awarded: 0 pts
19:28:54.875: Message received: teamAwesome,p@55w04d,2,GC76
19:28:54.879: Awarded: 6 pts
19:28:54.884: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:54.889: Awarded: 0 pts
19:28:54.897: Message received: teamAwesome,p@55w04d,4,5441
19:28:54.902: Awarded: 0 pts
19:28:54.911: Message received: teamAwesome,p@55w04d,5,FI35
19:28:54.915: Awarded: 6 pts
19:28:54.921: Message received: teamAwesome,p@55w04d,6,DN82
19:28:54.927: Awarded: 0 pts
19:28:54.945: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:54.953: Awarded: 0 pts
19:28:54.955: Message received: teamAwesome,p@55w04d,2,GC76
19:28:54.958: Awarded: 6 pts
19:28:54.968: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:54.972: Awarded: 0 pts
19:28:54.976: Message received: teamAwesome,p@55w04d,4,5441
19:28:54.981: Awarded: 0 pts
19:28:54.986: Message received: teamAwesome,p@55w04d,5,FI35
19:28:54.990: Awarded: 6 pts
19:28:54.994: Message received: teamAwesome,p@55w04d,6,DN82
19:28:55.004: Awarded: 0 pts
19:28:55.409: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:55.413: Awarded: 0 pts
19:28:55.414: Message received: teamAwesome,p@55w04d,2,GC76
19:28:55.416: Awarded: 6 pts
19:28:55.418: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:55.424: Awarded: 0 pts
19:28:55.428: Message received: teamAwesome,p@55w04d,4,5441
19:28:55.433: Awarded: 0 pts
19:28:55.435: Message received: teamAwesome,p@55w04d,5,FI35
19:28:55.439: Awarded: 6 pts
19:28:55.447: Message received: teamAwesome,p@55w04d,6,DN82
19:28:55.461: Awarded: 0 pts
19:28:56.125: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:56.127: Awarded: 0 pts
19:28:56.132: Message received: teamAwesome,p@55w04d,2,GC76
19:28:56.138: Awarded: 6 pts
19:28:56.145: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:56.148: Awarded: 0 pts
19:28:56.151: Message received: teamAwesome,p@55w04d,4,5441
19:28:56.157: Awarded: 0 pts
19:28:56.163: Message received: teamAwesome,p@55w04d,5,FI35
19:28:56.166: Awarded: 6 pts
19:28:56.172: Message received: teamAwesome,p@55w04d,6,DN82
19:28:56.177: Awarded: 0 pts
19:28:56.770: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:56.772: Awarded: 0 pts
19:28:56.775: Message received: teamAwesome,p@55w04d,2,GC76
19:28:56.779: Awarded: 6 pts
19:28:56.787: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:56.794: Awarded: 0 pts
19:28:56.802: Message received: teamAwesome,p@55w04d,4,5441
19:28:56.810: Awarded: 0 pts
19:28:56.813: Message received: teamAwesome,p@55w04d,5,FI35
19:28:56.814: Awarded: 6 pts
19:28:56.819: Message received: teamAwesome,p@55w04d,6,DN82
19:28:56.822: Awarded: 0 pts
19:28:57.379: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:57.383: Awarded: 0 pts
19:28:57.390: Message received: teamAwesome,p@55w04d,2,GC76
19:28:57.393: Awarded: 6 pts
19:28:57.400: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:57.408: Awarded: 0 pts
19:28:57.414: Message received: teamAwesome,p@55w04d,4,5441
19:28:57.426: Awarded: 0 pts
19:28:57.438: Message received: teamAwesome,p@55w04d,5,FI35
19:28:57.448: Awarded: 6 pts
19:28:57.454: Message received: teamAwesome,p@55w04d,6,DN82
19:28:57.462: Awarded: 0 pts
19:28:58.143: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.147: Awarded: 0 pts
19:28:58.149: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.152: Awarded: 6 pts
19:28:58.157: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.159: Awarded: 0 pts
19:28:58.166: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.171: Awarded: 0 pts
19:28:58.174: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.181: Awarded: 6 pts
19:28:58.183: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.200: Awarded: 0 pts
19:28:58.238: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.242: Awarded: 0 pts
19:28:58.246: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.250: Awarded: 6 pts
19:28:58.257: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.262: Awarded: 0 pts
19:28:58.269: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.272: Awarded: 0 pts
19:28:58.285: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.291: Awarded: 6 pts
19:28:58.294: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.297: Awarded: 0 pts
19:28:58.305: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.313: Awarded: 0 pts
19:28:58.317: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.320: Awarded: 6 pts
19:28:58.324: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.328: Awarded: 0 pts
19:28:58.332: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.336: Awarded: 0 pts
19:28:58.339: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.346: Awarded: 6 pts
19:28:58.351: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.358: Awarded: 0 pts
19:28:58.378: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.387: Awarded: 0 pts
19:28:58.392: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.399: Awarded: 6 pts
19:28:58.406: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.411: Awarded: 0 pts
19:28:58.419: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.423: Awarded: 0 pts
19:28:58.428: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.432: Awarded: 6 pts
19:28:58.440: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.445: Awarded: 0 pts
19:28:58.458: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.462: Awarded: 0 pts
19:28:58.468: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.474: Awarded: 6 pts
19:28:58.481: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.485: Awarded: 0 pts
19:28:58.491: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.494: Awarded: 0 pts
19:28:58.499: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.504: Awarded: 6 pts
19:28:58.511: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.515: Awarded: 0 pts
19:28:58.540: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.544: Awarded: 0 pts
19:28:58.546: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.548: Awarded: 6 pts
19:28:58.552: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.555: Awarded: 0 pts
19:28:58.559: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.561: Awarded: 0 pts
19:28:58.563: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.565: Awarded: 6 pts
19:28:58.569: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.574: Awarded: 0 pts
19:28:58.662: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.667: Awarded: 0 pts
19:28:58.674: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.678: Awarded: 6 pts
19:28:58.682: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.687: Awarded: 0 pts
19:28:58.691: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.695: Awarded: 0 pts
19:28:58.699: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.703: Awarded: 6 pts
19:28:58.706: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.710: Awarded: 0 pts
19:28:58.748: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.761: Awarded: 0 pts
19:28:58.771: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.779: Awarded: 6 pts
19:28:58.788: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.794: Awarded: 0 pts
19:28:58.800: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.807: Awarded: 0 pts
19:28:58.814: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.822: Awarded: 6 pts
19:28:58.831: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.842: Awarded: 0 pts
19:28:58.881: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.883: Awarded: 0 pts
19:28:58.889: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.891: Awarded: 6 pts
19:28:58.895: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.897: Awarded: 0 pts
19:28:58.899: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.902: Awarded: 0 pts
19:28:58.906: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.909: Awarded: 6 pts
19:28:58.911: Message received: teamAwesome,p@55w04d,6,DN82
19:28:58.913: Awarded: 0 pts
19:28:58.948: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:58.952: Awarded: 0 pts
19:28:58.957: Message received: teamAwesome,p@55w04d,2,GC76
19:28:58.960: Awarded: 6 pts
19:28:58.963: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:58.971: Awarded: 0 pts
19:28:58.974: Message received: teamAwesome,p@55w04d,4,5441
19:28:58.983: Awarded: 0 pts
19:28:58.988: Message received: teamAwesome,p@55w04d,5,FI35
19:28:58.995: Awarded: 6 pts
19:28:59.002: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.006: Awarded: 0 pts
19:28:59.020: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.030: Awarded: 0 pts
19:28:59.032: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.037: Awarded: 6 pts
19:28:59.041: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.043: Awarded: 0 pts
19:28:59.045: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.048: Awarded: 0 pts
19:28:59.052: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.055: Awarded: 6 pts
19:28:59.058: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.061: Awarded: 0 pts
19:28:59.127: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.129: Awarded: 0 pts
19:28:59.131: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.134: Awarded: 6 pts
19:28:59.138: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.144: Awarded: 0 pts
19:28:59.156: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.165: Awarded: 0 pts
19:28:59.171: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.177: Awarded: 6 pts
19:28:59.180: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.183: Awarded: 0 pts
19:28:59.211: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.214: Awarded: 0 pts
19:28:59.216: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.219: Awarded: 6 pts
19:28:59.221: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.223: Awarded: 0 pts
19:28:59.226: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.229: Awarded: 0 pts
19:28:59.234: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.239: Awarded: 6 pts
19:28:59.242: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.246: Awarded: 0 pts
19:28:59.338: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.341: Awarded: 0 pts
19:28:59.345: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.346: Awarded: 6 pts
19:28:59.348: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.352: Awarded: 0 pts
19:28:59.359: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.364: Awarded: 0 pts
19:28:59.370: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.373: Awarded: 6 pts
19:28:59.378: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.384: Awarded: 0 pts
19:28:59.468: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.470: Awarded: 0 pts
19:28:59.473: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.476: Awarded: 6 pts
19:28:59.479: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.483: Awarded: 0 pts
19:28:59.488: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.496: Awarded: 0 pts
19:28:59.505: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.510: Awarded: 6 pts
19:28:59.514: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.521: Awarded: 0 pts
19:28:59.576: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.584: Awarded: 0 pts
19:28:59.597: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.601: Awarded: 6 pts
19:28:59.604: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.608: Awarded: 0 pts
19:28:59.615: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.621: Awarded: 0 pts
19:28:59.628: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.634: Awarded: 6 pts
19:28:59.637: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.639: Awarded: 0 pts
19:28:59.669: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.679: Awarded: 0 pts
19:28:59.681: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.685: Awarded: 6 pts
19:28:59.688: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.691: Awarded: 0 pts
19:28:59.695: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.697: Awarded: 0 pts
19:28:59.700: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.704: Awarded: 6 pts
19:28:59.707: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.709: Awarded: 0 pts
19:28:59.796: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.800: Awarded: 0 pts
19:28:59.802: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.807: Awarded: 6 pts
19:28:59.810: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.814: Awarded: 0 pts
19:28:59.816: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.820: Awarded: 0 pts
19:28:59.822: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.825: Awarded: 6 pts
19:28:59.830: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.843: Awarded: 0 pts
19:28:59.902: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:59.905: Awarded: 0 pts
19:28:59.907: Message received: teamAwesome,p@55w04d,2,GC76
19:28:59.911: Awarded: 6 pts
19:28:59.916: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:59.919: Awarded: 0 pts
19:28:59.924: Message received: teamAwesome,p@55w04d,4,5441
19:28:59.930: Awarded: 0 pts
19:28:59.938: Message received: teamAwesome,p@55w04d,5,FI35
19:28:59.942: Awarded: 6 pts
19:28:59.949: Message received: teamAwesome,p@55w04d,6,DN82
19:28:59.952: Awarded: 0 pts
19:29:00.028: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:00.030: Awarded: 0 pts
19:29:00.037: Message received: teamAwesome,p@55w04d,2,GC76
19:29:00.043: Awarded: 6 pts
19:29:00.050: Message received: teamAwesome,p@55w04d,3,HJ37
19:29:00.062: Awarded: 0 pts
19:29:00.071: Message received: teamAwesome,p@55w04d,4,5441
19:29:00.078: Awarded: 0 pts
19:29:00.081: Message received: teamAwesome,p@55w04d,5,FI35
19:29:00.088: Awarded: 6 pts
19:29:00.091: Message received: teamAwesome,p@55w04d,6,DN82
